model,model_type,pair_id,category,phenomenon,good_sentence,bad_sentence,good_score,bad_score,score_difference,correct
bert-base-uncased,mlm,271,island_effects,adjunct_island,What did most books astound after disturbing the organizations?,What did most books astound the organizations after disturbing?,-75.54564815759659,-80.89136350154877,5.345715343952179,True
bert-base-uncased,mlm,272,island_effects,adjunct_island,What have these customers driven to while skated around all museums?,What have these customers driven to all museums while skated around?,-86.0595235824585,-85.46331787109375,-0.5962057113647461,False
bert-base-uncased,mlm,273,island_effects,adjunct_island,Who can Wayne kiss while boasting about Nina?,Who can Wayne kiss Nina while boasting about?,-66.62299420684576,-73.59240984916687,6.96941564232111,True
bert-base-uncased,mlm,274,island_effects,adjunct_island,Who had Scott described without concealing these men?,Who had Scott described these men without concealing?,-58.57123717665672,-63.62826919555664,5.057032018899918,True
bert-base-uncased,mlm,275,island_effects,adjunct_island,What have those waiters dropped by while admiring the restaurant?,What have those waiters dropped by the restaurant while admiring?,-56.67955958098173,-67.67214538156986,10.992585800588131,True
bert-base-uncased,mlm,276,island_effects,adjunct_island,What had Renee researched while examining some play?,What had Renee researched some play while examining?,-64.22010540962219,-67.24598932266235,3.025883913040161,True
bert-base-uncased,mlm,277,island_effects,adjunct_island,Who had Curtis listened to without noticing Michelle?,Who had Curtis listened to Michelle without noticing?,-63.33617377281189,-59.72388097643852,-3.6122927963733673,False
bert-base-uncased,mlm,278,island_effects,adjunct_island,What is Gina examining while complaining about every report?,What is Gina examining every report while complaining about?,-67.44873118400574,-70.34270310401917,2.8939719200134277,True
bert-base-uncased,mlm,279,island_effects,adjunct_island,Who was Gerald talking about before returning to Omar?,Who was Gerald talking about Omar before returning to?,-55.470923006534576,-57.98896789550781,2.518044888973236,True
bert-base-uncased,mlm,280,island_effects,adjunct_island,Who have most guys described after annoying John?,Who have most guys described John after annoying?,-69.84310245513916,-66.86676502227783,-2.976337432861328,False
bert-base-uncased,mlm,281,island_effects,adjunct_island,Who will Sonia insult after fleeing from Chad?,Who will Sonia insult Chad after fleeing from?,-66.39323019981384,-69.33173608779907,2.9385058879852295,True
bert-base-uncased,mlm,282,island_effects,adjunct_island,Who might that actor hide before hiding Russell?,Who might that actor hide Russell before hiding?,-66.69935703277588,-67.4079794883728,0.7086224555969238,True
bert-base-uncased,mlm,283,island_effects,adjunct_island,Who is Andrew hiring after visiting Thomas?,Who is Andrew hiring Thomas after visiting?,-56.02713680267334,-57.14394760131836,1.1168107986450195,True
bert-base-uncased,mlm,284,island_effects,adjunct_island,Who had these prints bothered while disgusting Laurie?,Who had these prints bothered Laurie while disgusting?,-73.21557688713074,-73.19764614105225,-0.01793074607849121,False
bert-base-uncased,mlm,285,island_effects,adjunct_island,Who was the actor revealing after embarrassing Anna?,Who was the actor revealing Anna after embarrassing?,-52.601877212524414,-59.334813952445984,6.73293673992157,True
bert-base-uncased,mlm,286,island_effects,adjunct_island,What should some snakes climb up without finding every hill?,What should some snakes climb up every hill without finding?,-70.06813549995422,-67.69952392578125,-2.3686115741729736,False
bert-base-uncased,mlm,287,island_effects,adjunct_island,What does Alice buy without bringing the windows?,What does Alice buy the windows without bringing?,-55.82661759853363,-55.611220598220825,-0.21539700031280518,False
bert-base-uncased,mlm,288,island_effects,adjunct_island,What has Jane boycotted before discovering these legislatures?,What has Jane boycotted these legislatures before discovering?,-69.77735990285873,-65.6123399734497,-4.165019929409027,False
bert-base-uncased,mlm,289,island_effects,adjunct_island,Who will Robert describe without shocking Theresa?,Who will Robert describe Theresa without shocking?,-59.78752398490906,-58.81161570549011,-0.9759082794189453,False
bert-base-uncased,mlm,290,island_effects,adjunct_island,What was Emily walking through while arriving at this movie theater?,What was Emily walking through this movie theater while arriving at?,-68.18465887010098,-69.31185972690582,1.1272008568048477,True
bert-base-uncased,mlm,291,island_effects,adjunct_island,What have the turtles broken after breaking all plates?,What have the turtles broken all plates after breaking?,-59.4894101023674,-58.42593467235565,-1.0634754300117493,False
bert-base-uncased,mlm,292,island_effects,adjunct_island,Who had Paul healed without alarming Tonya?,Who had Paul healed Tonya without alarming?,-64.28361320495605,-67.48305034637451,3.199437141418457,True
bert-base-uncased,mlm,293,island_effects,adjunct_island,Who has Brad referenced before discussing Deborah?,Who has Brad referenced Deborah before discussing?,-60.70465171337128,-61.11788272857666,0.4132310152053833,True
bert-base-uncased,mlm,294,island_effects,adjunct_island,What can the girl sell before thinking about this book?,What can the girl sell this book before thinking about?,-55.49143034219742,-57.9265410900116,2.4351107478141785,True
bert-base-uncased,mlm,295,island_effects,adjunct_island,What has this pedestrian biked to after revealing a lot of cafes?,What has this pedestrian biked to a lot of cafes after revealing?,-82.95087014138699,-79.29932917654514,-3.6515409648418427,False
bert-base-uncased,mlm,296,island_effects,adjunct_island,Who have all books disagreed with while scaring the Impressionists?,Who have all books disagreed with the Impressionists while scaring?,-82.10032704472542,-92.05937349796295,9.959046453237534,True
bert-base-uncased,mlm,297,island_effects,adjunct_island,What had the dancers broken after cleaning every skateboard?,What had the dancers broken every skateboard after cleaning?,-61.2754710316658,-60.16299664974213,-1.1124743819236755,False
bert-base-uncased,mlm,298,island_effects,adjunct_island,What had that waitress insulted while noticing those libraries?,What had that waitress insulted those libraries while noticing?,-66.627601146698,-67.30465316772461,0.6770520210266113,True
bert-base-uncased,mlm,299,island_effects,adjunct_island,What could Jason run around without passing malls?,What could Jason run around malls without passing?,-61.81469798088074,-64.5626437664032,2.747945785522461,True
bert-base-uncased,mlm,300,island_effects,adjunct_island,Who might Tracy talk about after discovering Becca?,Who might Tracy talk about Becca after discovering?,-63.1363205909729,-62.0989785194397,-1.0373420715332031,False
bert-base-uncased,mlm,301,island_effects,adjunct_island,What should the guests annoy before distracting some governments?,What should the guests annoy some governments before distracting?,-77.30982768535614,-80.55764317512512,3.247815489768982,True
bert-base-uncased,mlm,302,island_effects,adjunct_island,What is Michelle scanning without arguing about the newspaper articles?,What is Michelle scanning the newspaper articles without arguing about?,-67.8313398361206,-59.27612102031708,-8.555218815803528,False
bert-base-uncased,mlm,303,island_effects,adjunct_island,Who is this report shocking before disagreeing with Peter?,Who is this report shocking Peter before disagreeing with?,-63.5820928812027,-68.60268092155457,5.020588040351868,True
bert-base-uncased,mlm,304,island_effects,adjunct_island,Who does Amy fire before observing Winston Churchill?,Who does Amy fire Winston Churchill before observing?,-65.37860774993896,-67.2658543586731,1.8872466087341309,True
bert-base-uncased,mlm,305,island_effects,adjunct_island,What does Galileo sell without discovering a lot of mouths?,What does Galileo sell a lot of mouths without discovering?,-61.18851989507675,-66.51299846172333,5.324478566646576,True
bert-base-uncased,mlm,306,island_effects,adjunct_island,Who would Rachelle kiss while insulting William?,Who would Rachelle kiss William while insulting?,-64.40910291671753,-66.97152090072632,2.562417984008789,True
bert-base-uncased,mlm,307,island_effects,adjunct_island,What has Patrick biked to while stunning a lot of schools?,What has Patrick biked to a lot of schools while stunning?,-81.08661407232285,-73.30966776609421,-7.776946306228638,False
bert-base-uncased,mlm,308,island_effects,adjunct_island,Who are most books alarming before confusing Margaret?,Who are most books alarming Margaret before confusing?,-71.90040063858032,-72.56504011154175,0.6646394729614258,True
bert-base-uncased,mlm,309,island_effects,adjunct_island,Who will Nicole visit after describing Dan?,Who will Nicole visit Dan after describing?,-54.97545778751373,-56.177011489868164,1.2015537023544312,True
bert-base-uncased,mlm,310,island_effects,adjunct_island,What will Scott remember before skated around some art gallery?,What will Scott remember some art gallery before skated around?,-80.95205473899841,-79.11554849147797,-1.8365062475204468,False
bert-base-uncased,mlm,311,island_effects,adjunct_island,Who were teachers healing before healing most people?,Who were teachers healing most people before healing?,-58.323401927948,-58.01206111907959,-0.3113408088684082,False
bert-base-uncased,mlm,312,island_effects,adjunct_island,Who had teenagers listened to after discovering these girls?,Who had teenagers listened to these girls after discovering?,-59.82758277654648,-62.732523918151855,2.904941141605377,True
bert-base-uncased,mlm,313,island_effects,adjunct_island,Who is that icicle disgusting while shocking a girl?,Who is that icicle disgusting a girl while shocking?,-63.94066020846367,-77.54911589622498,13.608455687761307,True
bert-base-uncased,mlm,314,island_effects,adjunct_island,Who is Galileo leaving before listening to Karen?,Who is Galileo leaving Karen before listening to?,-55.7899968624115,-65.76195359230042,9.971956729888916,True
bert-base-uncased,mlm,315,island_effects,adjunct_island,What was Natalie examining after scanning commentaries?,What was Natalie examining commentaries after scanning?,-69.67969417572021,-60.04021763801575,-9.639476537704468,False
bert-base-uncased,mlm,316,island_effects,adjunct_island,Who was Jane worrying without annoying Noah?,Who was Jane worrying Noah without annoying?,-58.66101413965225,-64.66038036346436,5.999366223812103,True
bert-base-uncased,mlm,317,island_effects,adjunct_island,Who is Sarah shocking while stunning Galileo?,Who is Sarah shocking Galileo while stunning?,-65.0583610534668,-68.71486115455627,3.6565001010894775,True
bert-base-uncased,mlm,318,island_effects,adjunct_island,What can Judy pass after touring the malls?,What can Judy pass the malls after touring?,-61.32641291618347,-62.18956756591797,0.8631546497344971,True
bert-base-uncased,mlm,319,island_effects,adjunct_island,Who might this hospital conceal without describing Jessica?,Who might this hospital conceal Jessica without describing?,-67.19976425170898,-70.9787802696228,3.7790160179138184,True
